session_id,user_id,session_date,page_views,session_duration_sec,bounced,device,channel
S001838,U0401,2023-09-09,13,590,0,desktop,organic_search
S001839,U0401,2023-09-08,1,14,1,desktop,organic_search
S001840,U0401,2023-10-16,2,1079,0,desktop,organic_search
S001841,U0401,2023-09-20,2,137,0,desktop,organic_search
S001842,U0402,2023-09-13,1,31,1,tablet,paid_search
S001843,U0402,2023-10-15,10,1509,0,tablet,paid_search
S001844,U0402,2023-11-09,8,1788,0,tablet,paid_search
S001845,U0402,2023-07-24,2,847,0,tablet,paid_search
S001846,U0402,2023-12-30,9,308,0,tablet,paid_search
S001847,U0402,2023-11-29,7,742,0,tablet,paid_search
S001848,U0402,2023-12-28,2,1354,0,tablet,paid_search
S001849,U0403,2023-09-23,7,224,0,tablet,social_media
S001850,U0403,2023-11-10,6,1386,0,tablet,social_media
S001851,U0404,2023-05-10,8,1413,0,mobile,social_media
S001852,U0404,2023-05-17,1,34,1,mobile,social_media
S001853,U0404,2023-04-04,7,1056,0,mobile,social_media
S001854,U0404,2023-03-24,9,1565,0,mobile,social_media
S001855,U0405,2023-12-07,1,11,1,tablet,organic_search
S001856,U0405,2023-12-14,3,1683,0,tablet,organic_search
S001857,U0405,2023-12-18,15,1722,0,tablet,organic_search
S001858,U0405,2023-12-27,2,135,0,tablet,organic_search
S001859,U0406,2023-05-04,13,147,0,desktop,paid_search
S001860,U0406,2023-10-30,1,51,1,desktop,paid_search
S001861,U0406,2023-12-29,12,1158,0,desktop,paid_search
S001862,U0406,2023-06-21,5,207,0,desktop,paid_search
S001863,U0406,2023-04-24,9,1399,0,desktop,paid_search
S001864,U0406,2023-04-15,11,153,0,desktop,paid_search
S001865,U0407,2023-11-10,2,412,0,mobile,email
S001866,U0407,2023-10-23,1,29,1,mobile,email
S001867,U0407,2023-12-11,9,1311,0,mobile,email
S001868,U0407,2023-06-27,3,1734,0,mobile,email
S001869,U0408,2023-11-17,14,1320,0,tablet,organic_search
S001870,U0408,2023-11-24,1,22,1,tablet,organic_search
S001871,U0409,2023-08-23,13,1449,0,desktop,organic_search
S001872,U0409,2023-09-25,12,1239,0,desktop,organic_search
S001873,U0409,2023-12-08,1,23,1,desktop,organic_search
S001874,U0409,2023-03-27,7,189,0,desktop,organic_search
S001875,U0409,2023-05-04,1,36,1,desktop,organic_search
S001876,U0409,2023-05-29,10,397,0,desktop,organic_search
S001877,U0409,2023-10-14,1,47,1,desktop,organic_search
S001878,U0410,2023-09-19,1,50,1,mobile,referral
S001879,U0411,2023-12-29,1,41,1,mobile,social_media
S001880,U0411,2023-07-03,1,21,1,mobile,social_media
S001881,U0411,2023-07-05,11,641,0,mobile,social_media
S001882,U0411,2023-09-27,14,1642,0,mobile,social_media
S001883,U0411,2023-10-12,5,353,0,mobile,social_media
S001884,U0411,2023-11-23,1,38,1,mobile,social_media
S001885,U0411,2023-09-26,1,21,1,mobile,social_media
S001886,U0412,2023-10-28,1,41,1,tablet,direct
S001887,U0413,2023-12-12,2,1202,0,desktop,organic_search
S001888,U0413,2023-12-08,1,43,1,desktop,organic_search
S001889,U0414,2023-10-15,10,1099,0,desktop,email
S001890,U0414,2023-08-03,12,1410,0,desktop,email
S001891,U0415,2023-09-12,1,17,1,desktop,social_media
S001892,U0415,2023-08-11,9,1078,0,desktop,social_media
S001893,U0415,2023-08-18,1,12,1,desktop,social_media
S001894,U0415,2023-07-17,6,489,0,desktop,social_media
S001895,U0416,2023-11-11,14,1613,0,tablet,organic_search
S001896,U0416,2023-12-07,1,13,1,tablet,organic_search
S001897,U0416,2023-12-17,1,11,1,tablet,organic_search
S001898,U0416,2023-12-11,3,541,0,tablet,organic_search
S001899,U0416,2023-12-05,7,918,0,tablet,organic_search
S001900,U0416,2023-11-04,7,531,0,tablet,organic_search
S001901,U0416,2023-10-24,3,545,0,tablet,organic_search
S001902,U0417,2023-09-12,5,210,0,mobile,referral
S001903,U0417,2023-11-20,2,952,0,mobile,referral
S001904,U0417,2023-08-29,1,49,1,mobile,referral
S001905,U0417,2023-11-16,1,33,1,mobile,referral
S001906,U0417,2023-08-26,5,1354,0,mobile,referral
S001907,U0417,2023-10-22,5,747,0,mobile,referral
S001908,U0417,2023-08-24,1,46,1,mobile,referral
S001909,U0418,2023-10-08,1,39,1,desktop,email
S001910,U0419,2023-12-21,1,31,1,mobile,organic_search
S001911,U0419,2023-12-09,11,381,0,mobile,organic_search
S001912,U0419,2023-12-05,10,530,0,mobile,organic_search
S001913,U0419,2023-11-30,10,1061,0,mobile,organic_search
S001914,U0419,2023-12-08,15,1007,0,mobile,organic_search
S001915,U0419,2023-12-12,1,37,1,mobile,organic_search
S001916,U0419,2023-12-10,1,37,1,mobile,organic_search
S001917,U0419,2023-12-09,11,365,0,mobile,organic_search
S001918,U0420,2023-10-06,2,1023,0,mobile,direct
S001919,U0421,2023-11-07,9,1718,0,desktop,email
S001920,U0422,2023-09-17,3,1203,0,mobile,email
S001921,U0422,2023-02-04,8,506,0,mobile,email
S001922,U0423,2023-09-23,1,51,1,mobile,organic_search
S001923,U0423,2023-05-09,1,52,1,mobile,organic_search
S001924,U0423,2023-08-27,1,39,1,mobile,organic_search
S001925,U0424,2023-11-20,4,1500,0,mobile,direct
S001926,U0425,2023-12-03,7,1343,0,desktop,referral
S001927,U0425,2023-12-21,2,1344,0,desktop,referral
S001928,U0425,2023-11-26,13,741,0,desktop,referral
S001929,U0425,2023-12-25,1,37,1,desktop,referral
S001930,U0425,2023-12-09,11,1170,0,desktop,referral
S001931,U0425,2023-12-28,14,1462,0,desktop,referral
S001932,U0425,2023-11-27,7,1566,0,desktop,referral
S001933,U0426,2023-12-13,12,805,0,mobile,paid_search
S001934,U0427,2023-11-08,9,1327,0,mobile,organic_search
S001935,U0428,2023-11-29,12,1204,0,tablet,organic_search
S001936,U0429,2023-10-29,5,343,0,tablet,organic_search
S001937,U0429,2023-07-05,1,17,1,tablet,organic_search
S001938,U0430,2023-11-20,11,1499,0,mobile,social_media
S001939,U0430,2023-07-08,14,521,0,mobile,social_media
S001940,U0430,2023-08-06,6,1091,0,mobile,social_media
S001941,U0430,2023-11-06,2,189,0,mobile,social_media
S001942,U0430,2023-08-19,9,1086,0,mobile,social_media
S001943,U0430,2023-09-27,9,1513,0,mobile,social_media
S001944,U0430,2023-09-29,10,658,0,mobile,social_media
S001945,U0430,2023-09-08,14,1438,0,mobile,social_media
S001946,U0431,2023-12-06,9,238,0,tablet,organic_search
S001947,U0431,2023-11-29,4,650,0,tablet,organic_search
S001948,U0432,2023-12-01,1,17,1,mobile,referral
S001949,U0432,2023-12-04,15,478,0,mobile,referral
S001950,U0433,2023-10-10,12,1168,0,desktop,organic_search
S001951,U0434,2023-12-13,9,1570,0,mobile,paid_search
S001952,U0434,2023-08-19,1,14,1,mobile,paid_search
S001953,U0434,2023-08-19,5,1769,0,mobile,paid_search
S001954,U0435,2023-10-11,12,1383,0,mobile,organic_search
S001955,U0435,2023-08-29,12,1487,0,mobile,organic_search
S001956,U0435,2023-12-11,9,997,0,mobile,organic_search
S001957,U0435,2023-08-17,14,687,0,mobile,organic_search
S001958,U0435,2023-06-10,5,1051,0,mobile,organic_search
S001959,U0435,2023-09-21,14,1791,0,mobile,organic_search
S001960,U0436,2023-08-02,9,400,0,desktop,referral
S001961,U0437,2023-12-22,1,21,1,desktop,organic_search
S001962,U0437,2023-11-03,1,17,1,desktop,organic_search
S001963,U0437,2023-10-20,11,319,0,desktop,organic_search
S001964,U0438,2023-10-24,5,1211,0,desktop,organic_search
S001965,U0438,2023-08-27,7,362,0,desktop,organic_search
S001966,U0438,2023-11-22,4,1152,0,desktop,organic_search
S001967,U0438,2023-11-04,1,11,1,desktop,organic_search
S001968,U0438,2023-11-30,14,357,0,desktop,organic_search
S001969,U0438,2023-12-14,4,68,0,desktop,organic_search
S001970,U0438,2023-12-26,13,665,0,desktop,organic_search
S001971,U0438,2023-12-18,14,1234,0,desktop,organic_search
S001972,U0439,2023-12-07,9,753,0,desktop,direct
S001973,U0439,2023-08-13,2,345,0,desktop,direct
S001974,U0439,2023-12-04,1,11,1,desktop,direct
S001975,U0440,2023-07-13,3,728,0,tablet,email
S001976,U0440,2023-04-20,5,1254,0,tablet,email
S001977,U0440,2023-12-17,1,27,1,tablet,email
S001978,U0440,2023-07-01,1,44,1,tablet,email
S001979,U0440,2023-11-06,3,1108,0,tablet,email
S001980,U0440,2023-10-10,1,30,1,tablet,email
S001981,U0440,2023-12-09,12,799,0,tablet,email
S001982,U0441,2023-06-22,8,817,0,mobile,email
S001983,U0441,2023-10-22,6,766,0,mobile,email
S001984,U0441,2023-10-04,9,1208,0,mobile,email
S001985,U0441,2023-05-22,1,38,1,mobile,email
S001986,U0441,2023-11-06,6,395,0,mobile,email
S001987,U0441,2023-11-11,8,345,0,mobile,email
S001988,U0441,2023-05-22,1,29,1,mobile,email
S001989,U0442,2023-11-19,3,1269,0,mobile,direct
S001990,U0442,2023-12-18,2,898,0,mobile,direct
S001991,U0442,2023-12-03,8,418,0,mobile,direct
S001992,U0442,2023-11-23,11,1606,0,mobile,direct
S001993,U0442,2023-09-30,1,34,1,mobile,direct
S001994,U0442,2023-10-20,2,1745,0,mobile,direct
S001995,U0442,2023-12-27,11,682,0,mobile,direct
S001996,U0442,2023-11-15,9,519,0,mobile,direct
S001997,U0443,2023-07-21,1,29,1,tablet,paid_search
S001998,U0444,2023-07-31,6,914,0,desktop,organic_search
S001999,U0444,2023-08-14,13,1380,0,desktop,organic_search
S002000,U0444,2023-08-31,1,27,1,desktop,organic_search
S002001,U0444,2023-11-03,3,1286,0,desktop,organic_search
S002002,U0444,2023-09-30,11,953,0,desktop,organic_search
S002003,U0444,2023-09-04,9,1481,0,desktop,organic_search
S002004,U0444,2023-07-30,13,1238,0,desktop,organic_search
S002005,U0444,2023-07-04,4,1251,0,desktop,organic_search
S002006,U0445,2023-12-05,13,337,0,desktop,social_media
S002007,U0446,2023-05-19,1,33,1,tablet,paid_search
S002008,U0446,2023-09-27,7,159,0,tablet,paid_search
S002009,U0446,2023-07-23,1,50,1,tablet,paid_search
S002010,U0446,2023-04-05,14,1346,0,tablet,paid_search
S002011,U0446,2023-05-29,11,1601,0,tablet,paid_search
S002012,U0446,2023-05-21,15,707,0,tablet,paid_search
S002013,U0447,2023-10-03,13,802,0,desktop,paid_search
S002014,U0447,2023-08-19,7,1746,0,desktop,paid_search
S002015,U0447,2023-08-31,1,43,1,desktop,paid_search
S002016,U0447,2023-10-06,9,903,0,desktop,paid_search
S002017,U0447,2023-10-21,4,269,0,desktop,paid_search
S002018,U0448,2023-06-28,15,445,0,desktop,paid_search
S002019,U0448,2023-06-07,3,298,0,desktop,paid_search
S002020,U0448,2023-06-16,9,773,0,desktop,paid_search
S002021,U0448,2023-09-16,4,1733,0,desktop,paid_search
S002022,U0449,2023-12-30,7,412,0,desktop,email
S002023,U0449,2023-11-04,1,17,1,desktop,email
S002024,U0449,2023-10-14,1,54,1,desktop,email
S002025,U0449,2023-09-24,6,316,0,desktop,email
S002026,U0449,2023-10-11,1,15,1,desktop,email
S002027,U0449,2023-12-05,14,288,0,desktop,email
S002028,U0449,2023-09-07,1,40,1,desktop,email
S002029,U0449,2023-12-07,1,16,1,desktop,email
S002030,U0450,2023-12-29,11,181,0,tablet,organic_search
S002031,U0451,2023-07-23,2,195,0,desktop,social_media
S002032,U0451,2023-09-08,14,257,0,desktop,social_media
S002033,U0451,2023-07-24,5,1263,0,desktop,social_media
S002034,U0451,2023-08-13,1,32,1,desktop,social_media
S002035,U0451,2023-06-30,1,27,1,desktop,social_media
S002036,U0451,2023-11-18,4,1085,0,desktop,social_media
S002037,U0451,2023-12-26,10,1227,0,desktop,social_media
S002038,U0451,2023-07-10,1,47,1,desktop,social_media
S002039,U0452,2023-12-08,1,22,1,mobile,paid_search
S002040,U0453,2023-06-07,10,68,0,mobile,social_media
S002041,U0453,2023-05-01,10,1509,0,mobile,social_media
S002042,U0453,2023-11-10,11,439,0,mobile,social_media
S002043,U0453,2023-10-23,3,430,0,mobile,social_media
S002044,U0453,2023-09-09,8,498,0,mobile,social_media
S002045,U0454,2023-10-12,1,30,1,mobile,social_media
S002046,U0454,2023-05-20,10,338,0,mobile,social_media
S002047,U0454,2023-11-26,13,650,0,mobile,social_media
S002048,U0454,2023-12-28,3,731,0,mobile,social_media
S002049,U0455,2023-11-17,9,1289,0,desktop,organic_search
S002050,U0455,2023-12-27,15,969,0,desktop,organic_search
S002051,U0455,2023-11-24,6,936,0,desktop,organic_search
S002052,U0455,2023-11-22,15,1703,0,desktop,organic_search
S002053,U0455,2023-12-10,7,427,0,desktop,organic_search
S002054,U0455,2023-11-10,9,1436,0,desktop,organic_search
S002055,U0455,2023-11-16,10,1408,0,desktop,organic_search
S002056,U0455,2023-12-23,1,19,1,desktop,organic_search
S002057,U0456,2023-09-13,3,1578,0,mobile,social_media
S002058,U0456,2023-07-16,1,22,1,mobile,social_media
S002059,U0456,2023-08-28,1,35,1,mobile,social_media
S002060,U0456,2023-07-04,1,37,1,mobile,social_media
S002061,U0456,2023-12-05,14,1521,0,mobile,social_media
S002062,U0456,2023-12-16,6,1608,0,mobile,social_media
S002063,U0456,2023-12-22,8,789,0,mobile,social_media
S002064,U0457,2023-12-02,8,1052,0,desktop,social_media
S002065,U0457,2023-11-12,1,39,1,desktop,social_media
S002066,U0457,2023-09-21,1,41,1,desktop,social_media
S002067,U0457,2023-11-10,1,18,1,desktop,social_media
S002068,U0457,2023-09-11,1,13,1,desktop,social_media
S002069,U0457,2023-12-23,1,53,1,desktop,social_media
S002070,U0457,2023-09-11,8,1298,0,desktop,social_media
S002071,U0457,2023-12-03,6,1333,0,desktop,social_media
S002072,U0458,2023-07-27,10,1631,0,desktop,organic_search
S002073,U0458,2023-11-11,5,661,0,desktop,organic_search
S002074,U0459,2023-10-10,10,763,0,mobile,email
S002075,U0459,2023-12-31,10,96,0,mobile,email
S002076,U0459,2023-12-19,1,37,1,mobile,email
S002077,U0459,2023-07-07,7,830,0,mobile,email
S002078,U0459,2023-09-28,2,422,0,mobile,email
S002079,U0459,2023-10-27,14,680,0,mobile,email
S002080,U0459,2023-12-04,1,37,1,mobile,email
S002081,U0459,2023-07-11,8,1058,0,mobile,email
S002082,U0460,2023-11-01,12,1194,0,desktop,social_media
S002083,U0460,2023-12-30,9,1034,0,desktop,social_media
S002084,U0461,2023-12-27,1,26,1,mobile,social_media
S002085,U0461,2023-12-26,8,1323,0,mobile,social_media
S002086,U0461,2023-12-08,6,716,0,mobile,social_media
S002087,U0462,2023-04-12,4,1774,0,mobile,paid_search
S002088,U0463,2023-10-11,11,115,0,mobile,organic_search
S002089,U0463,2023-12-21,3,936,0,mobile,organic_search
S002090,U0463,2023-10-10,8,779,0,mobile,organic_search
S002091,U0463,2023-07-28,5,540,0,mobile,organic_search
S002092,U0463,2023-12-26,3,1469,0,mobile,organic_search
S002093,U0463,2023-07-30,3,751,0,mobile,organic_search
S002094,U0464,2023-03-08,2,1003,0,desktop,organic_search
S002095,U0464,2023-09-30,8,606,0,desktop,organic_search
S002096,U0464,2023-03-08,11,105,0,desktop,organic_search
S002097,U0465,2023-11-04,7,1232,0,desktop,social_media
S002098,U0465,2023-08-25,3,1474,0,desktop,social_media
S002099,U0465,2023-09-21,10,1721,0,desktop,social_media
S002100,U0465,2023-10-25,1,29,1,desktop,social_media
S002101,U0465,2023-11-01,5,1077,0,desktop,social_media
S002102,U0465,2023-08-19,10,498,0,desktop,social_media
S002103,U0466,2023-10-02,1,46,1,mobile,direct
S002104,U0466,2023-10-20,11,1581,0,mobile,direct
S002105,U0466,2023-12-30,1,47,1,mobile,direct
S002106,U0466,2023-09-11,6,197,0,mobile,direct
S002107,U0466,2023-11-10,9,934,0,mobile,direct
S002108,U0467,2023-09-05,12,1747,0,mobile,paid_search
S002109,U0467,2023-08-13,6,946,0,mobile,paid_search
S002110,U0467,2023-12-13,8,883,0,mobile,paid_search
S002111,U0467,2023-07-18,9,1435,0,mobile,paid_search
S002112,U0468,2023-12-23,1,55,1,desktop,paid_search
S002113,U0468,2023-11-07,11,1082,0,desktop,paid_search
S002114,U0468,2023-09-29,15,1580,0,desktop,paid_search
S002115,U0469,2023-11-03,10,1716,0,desktop,organic_search
S002116,U0469,2023-12-17,8,1219,0,desktop,organic_search
S002117,U0469,2023-12-19,1,22,1,desktop,organic_search
S002118,U0469,2023-11-15,5,368,0,desktop,organic_search
S002119,U0469,2023-12-26,15,951,0,desktop,organic_search
S002120,U0469,2023-11-21,15,191,0,desktop,organic_search
S002121,U0469,2023-12-20,1,36,1,desktop,organic_search
S002122,U0469,2023-11-03,12,388,0,desktop,organic_search
S002123,U0470,2023-12-11,3,367,0,desktop,email
S002124,U0470,2023-12-08,1,29,1,desktop,email
S002125,U0470,2023-12-25,8,924,0,desktop,email
S002126,U0470,2023-11-28,1,27,1,desktop,email
S002127,U0470,2023-12-04,1,27,1,desktop,email
S002128,U0471,2023-10-18,13,1055,0,desktop,organic_search
S002129,U0471,2023-11-23,1,15,1,desktop,organic_search
S002130,U0471,2023-07-26,15,190,0,desktop,organic_search
S002131,U0472,2023-09-03,3,872,0,mobile,email
S002132,U0472,2023-12-04,5,289,0,mobile,email
S002133,U0472,2023-10-26,3,1128,0,mobile,email
S002134,U0472,2023-11-19,14,1135,0,mobile,email
S002135,U0472,2023-08-05,3,547,0,mobile,email
S002136,U0472,2023-11-02,1,30,1,mobile,email
S002137,U0472,2023-08-25,13,858,0,mobile,email
S002138,U0473,2023-11-01,1,16,1,desktop,organic_search
S002139,U0473,2023-09-30,1,27,1,desktop,organic_search
S002140,U0473,2023-11-03,15,1267,0,desktop,organic_search
S002141,U0473,2023-09-15,7,1492,0,desktop,organic_search
S002142,U0474,2023-08-10,9,1458,0,mobile,organic_search
S002143,U0474,2023-07-23,14,356,0,mobile,organic_search
S002144,U0475,2023-11-20,15,691,0,tablet,email
S002145,U0475,2023-07-27,11,131,0,tablet,email
S002146,U0475,2023-08-04,14,1435,0,tablet,email
S002147,U0475,2023-09-21,1,34,1,tablet,email
S002148,U0475,2023-10-09,13,803,0,tablet,email
S002149,U0475,2023-08-22,5,966,0,tablet,email
S002150,U0476,2023-05-31,8,583,0,tablet,organic_search
S002151,U0476,2023-08-14,1,25,1,tablet,organic_search
S002152,U0476,2023-08-13,1,20,1,tablet,organic_search
S002153,U0476,2023-09-18,14,1630,0,tablet,organic_search
S002154,U0476,2023-11-09,2,621,0,tablet,organic_search
S002155,U0476,2023-06-18,9,1024,0,tablet,organic_search
S002156,U0476,2023-12-03,15,741,0,tablet,organic_search
S002157,U0477,2023-09-09,13,594,0,mobile,social_media
S002158,U0477,2023-12-22,1,36,1,mobile,social_media
S002159,U0477,2023-11-06,2,1620,0,mobile,social_media
S002160,U0477,2023-08-28,4,1350,0,mobile,social_media
S002161,U0477,2023-12-06,4,66,0,mobile,social_media
S002162,U0477,2023-11-25,1,29,1,mobile,social_media
S002163,U0477,2023-11-03,3,383,0,mobile,social_media
S002164,U0478,2023-12-08,14,1761,0,mobile,organic_search
S002165,U0478,2023-12-25,15,1276,0,mobile,organic_search
S002166,U0478,2023-12-29,7,984,0,mobile,organic_search
S002167,U0478,2023-12-03,4,593,0,mobile,organic_search
S002168,U0479,2023-12-25,14,637,0,mobile,social_media
S002169,U0479,2023-06-06,1,33,1,mobile,social_media
S002170,U0479,2023-05-29,8,1769,0,mobile,social_media
S002171,U0480,2023-10-01,10,1385,0,desktop,organic_search
S002172,U0480,2023-12-16,3,1007,0,desktop,organic_search
S002173,U0480,2023-10-24,1,20,1,desktop,organic_search
S002174,U0480,2023-10-05,8,1289,0,desktop,organic_search
S002175,U0481,2023-07-27,1,33,1,desktop,social_media
S002176,U0481,2023-08-01,3,88,0,desktop,social_media
S002177,U0481,2023-12-19,14,989,0,desktop,social_media
S002178,U0481,2023-12-08,5,1521,0,desktop,social_media
S002179,U0481,2023-08-10,1,27,1,desktop,social_media
S002180,U0482,2023-09-13,8,483,0,tablet,referral
S002181,U0482,2023-11-06,1,28,1,tablet,referral
S002182,U0482,2023-12-15,1,21,1,tablet,referral
S002183,U0482,2023-07-31,2,654,0,tablet,referral
S002184,U0482,2023-05-17,1,38,1,tablet,referral
S002185,U0483,2023-12-12,12,998,0,tablet,direct
S002186,U0483,2023-12-03,1,18,1,tablet,direct
S002187,U0483,2023-12-28,13,874,0,tablet,direct
S002188,U0483,2023-12-22,1,34,1,tablet,direct
S002189,U0484,2023-08-22,1,45,1,desktop,email
S002190,U0484,2023-05-13,1,25,1,desktop,email
S002191,U0484,2023-12-10,11,1433,0,desktop,email
S002192,U0484,2023-05-06,1,42,1,desktop,email
S002193,U0484,2023-10-25,8,1434,0,desktop,email
S002194,U0484,2023-10-19,1,45,1,desktop,email
S002195,U0484,2023-05-04,6,407,0,desktop,email
S002196,U0485,2023-07-23,4,243,0,desktop,direct
S002197,U0485,2023-07-12,8,350,0,desktop,direct
S002198,U0485,2023-06-13,1,12,1,desktop,direct
S002199,U0485,2023-04-06,15,635,0,desktop,direct
S002200,U0485,2023-08-03,6,599,0,desktop,direct
S002201,U0485,2023-12-10,6,1118,0,desktop,direct
S002202,U0485,2023-07-10,4,706,0,desktop,direct
S002203,U0485,2023-10-09,4,1198,0,desktop,direct
S002204,U0486,2023-10-07,1,13,1,tablet,email
S002205,U0486,2023-10-30,1,40,1,tablet,email
S002206,U0486,2023-11-03,1,39,1,tablet,email
S002207,U0486,2023-11-25,1,41,1,tablet,email
S002208,U0486,2023-10-06,13,1208,0,tablet,email
S002209,U0486,2023-12-02,3,1792,0,tablet,email
S002210,U0486,2023-10-19,1,15,1,tablet,email
S002211,U0486,2023-10-27,4,1769,0,tablet,email
S002212,U0487,2023-12-16,11,1418,0,mobile,paid_search
S002213,U0487,2023-07-17,2,1137,0,mobile,paid_search
S002214,U0487,2023-07-01,3,564,0,mobile,paid_search
S002215,U0488,2023-12-31,1,31,1,desktop,referral
S002216,U0488,2023-02-01,1,53,1,desktop,referral
S002217,U0488,2023-03-22,11,277,0,desktop,referral
S002218,U0488,2023-07-03,1,15,1,desktop,referral
S002219,U0488,2023-09-11,12,1042,0,desktop,referral
S002220,U0488,2023-09-08,6,1276,0,desktop,referral
S002221,U0488,2023-12-21,1,12,1,desktop,referral
S002222,U0488,2023-12-20,9,725,0,desktop,referral
S002223,U0489,2023-07-22,14,1378,0,desktop,direct
S002224,U0489,2023-08-09,2,1583,0,desktop,direct
S002225,U0489,2023-06-16,11,841,0,desktop,direct
S002226,U0490,2023-09-16,1,25,1,desktop,direct
S002227,U0490,2023-09-16,1,23,1,desktop,direct
S002228,U0491,2023-12-19,6,1385,0,mobile,paid_search
S002229,U0491,2023-12-04,1,41,1,mobile,paid_search
S002230,U0491,2023-12-22,6,1462,0,mobile,paid_search
S002231,U0492,2023-10-31,15,812,0,desktop,paid_search
S002232,U0492,2023-11-20,1,38,1,desktop,paid_search
S002233,U0492,2023-11-04,11,1289,0,desktop,paid_search
S002234,U0493,2023-05-10,14,814,0,mobile,email
S002235,U0493,2023-06-28,8,250,0,mobile,email
S002236,U0493,2023-04-14,9,1445,0,mobile,email
S002237,U0493,2023-07-17,13,377,0,mobile,email
S002238,U0493,2023-12-03,12,1134,0,mobile,email
S002239,U0493,2023-05-06,1,37,1,mobile,email
S002240,U0493,2023-05-04,9,675,0,mobile,email
S002241,U0494,2023-03-14,6,1783,0,mobile,email
S002242,U0494,2023-05-15,6,1224,0,mobile,email
S002243,U0494,2023-02-01,2,1111,0,mobile,email
S002244,U0495,2023-12-26,3,1011,0,tablet,organic_search
S002245,U0495,2023-08-16,11,227,0,tablet,organic_search
S002246,U0496,2023-09-05,9,427,0,desktop,paid_search
S002247,U0497,2023-10-23,1,36,1,mobile,referral
S002248,U0497,2023-09-04,13,991,0,mobile,referral
S002249,U0497,2023-11-21,6,759,0,mobile,referral
S002250,U0498,2023-04-22,1,48,1,desktop,organic_search
S002251,U0498,2023-05-16,3,948,0,desktop,organic_search
S002252,U0498,2023-10-04,1,35,1,desktop,organic_search
S002253,U0499,2023-06-21,1,40,1,mobile,organic_search
S002254,U0499,2023-10-13,15,1407,0,mobile,organic_search
S002255,U0500,2023-12-10,11,798,0,desktop,paid_search
S002256,U0500,2023-12-23,13,1442,0,desktop,paid_search
S002257,U0500,2023-12-13,3,316,0,desktop,paid_search
S002258,U0500,2023-12-05,1,17,1,desktop,paid_search
S002259,U0500,2023-12-27,1,22,1,desktop,paid_search
S002260,U0500,2023-12-28,1,40,1,desktop,paid_search
S002261,U0500,2023-12-21,1,25,1,desktop,paid_search
S002262,U0500,2023-12-14,15,1677,0,desktop,paid_search
S002263,U0501,2023-09-07,9,363,0,desktop,organic_search
S002264,U0501,2023-10-26,3,400,0,desktop,organic_search
S002265,U0501,2023-12-20,1,54,1,desktop,organic_search
S002266,U0501,2023-10-22,9,100,0,desktop,organic_search
S002267,U0502,2023-11-05,1,28,1,mobile,social_media
S002268,U0502,2023-11-01,8,164,0,mobile,social_media
S002269,U0502,2023-09-02,1,50,1,mobile,social_media
S002270,U0502,2023-12-08,8,1797,0,mobile,social_media
S002271,U0502,2023-10-13,11,1557,0,mobile,social_media
S002272,U0502,2023-10-28,2,1058,0,mobile,social_media
S002273,U0502,2023-09-19,11,1544,0,mobile,social_media
S002274,U0502,2023-11-12,15,1059,0,mobile,social_media
S002275,U0503,2023-07-23,8,1240,0,desktop,social_media
S002276,U0503,2023-09-26,6,1387,0,desktop,social_media
S002277,U0503,2023-10-22,3,1073,0,desktop,social_media
S002278,U0503,2023-12-14,7,978,0,desktop,social_media
S002279,U0504,2023-03-30,1,22,1,tablet,paid_search
S002280,U0504,2023-11-15,5,1099,0,tablet,paid_search
S002281,U0504,2023-07-10,12,754,0,tablet,paid_search
S002282,U0504,2023-11-14,1,28,1,tablet,paid_search
S002283,U0504,2023-10-05,15,1438,0,tablet,paid_search
S002284,U0504,2023-09-20,14,1789,0,tablet,paid_search
S002285,U0504,2023-06-10,6,1474,0,tablet,paid_search
S002286,U0505,2023-12-09,1,22,1,mobile,direct
S002287,U0505,2023-10-29,3,1685,0,mobile,direct
S002288,U0506,2023-12-19,6,540,0,mobile,email
S002289,U0506,2023-06-14,2,794,0,mobile,email
S002290,U0506,2023-12-03,1,53,1,mobile,email
S002291,U0506,2023-06-01,1,42,1,mobile,email
S002292,U0506,2023-04-30,7,941,0,mobile,email
S002293,U0506,2023-05-21,3,1210,0,mobile,email
S002294,U0506,2023-06-18,7,1667,0,mobile,email
S002295,U0507,2023-03-06,10,607,0,mobile,paid_search
S002296,U0507,2023-04-29,15,1115,0,mobile,paid_search
S002297,U0507,2023-12-17,13,163,0,mobile,paid_search
S002298,U0507,2023-09-23,15,1607,0,mobile,paid_search
S002299,U0507,2023-04-08,14,1310,0,mobile,paid_search
S002300,U0507,2023-12-20,3,1746,0,mobile,paid_search
S002301,U0508,2023-12-19,1,50,1,mobile,organic_search
S002302,U0509,2023-07-28,4,1551,0,desktop,social_media
S002303,U0509,2023-09-10,14,1096,0,desktop,social_media
S002304,U0510,2023-12-26,4,1385,0,mobile,paid_search
S002305,U0510,2023-11-09,4,311,0,mobile,paid_search
S002306,U0510,2023-10-19,8,1635,0,mobile,paid_search
S002307,U0510,2023-12-31,1,40,1,mobile,paid_search
S002308,U0510,2023-11-06,1,20,1,mobile,paid_search
S002309,U0510,2023-10-04,1,55,1,mobile,paid_search
S002310,U0510,2023-12-29,12,1421,0,mobile,paid_search
S002311,U0510,2023-10-25,1,43,1,mobile,paid_search
S002312,U0511,2023-12-17,1,37,1,mobile,organic_search
S002313,U0511,2023-10-30,9,1117,0,mobile,organic_search
S002314,U0511,2023-12-18,2,966,0,mobile,organic_search
