transaction_id,user_id,session_id,product_id,product_name,category,amount,quantity,transaction_date,channel,device,country
T00265,U0350,S001535,P009,Foam Roller,Recovery,39.99,1,2023-12-30,organic_search,tablet,Germany
T00266,U0351,S001543,P009,Foam Roller,Recovery,39.99,1,2023-09-23,email,desktop,Switzerland
T00267,U0352,S001547,P009,Foam Roller,Recovery,39.99,1,2023-09-30,organic_search,desktop,Switzerland
T00268,U0357,S001576,P005,Gym Gloves,Accessories,24.99,2,2023-12-08,organic_search,tablet,Switzerland
T00269,U0358,S001583,P008,Compression Socks,Footwear,14.99,3,2023-08-10,paid_search,tablet,France
T00270,U0359,S001584,P004,Water Bottle,Accessories,19.99,2,2023-11-29,email,mobile,Austria
T00271,U0361,S001593,P003,Protein Powder,Nutrition,49.99,1,2023-08-27,direct,desktop,Germany
T00272,U0361,S001595,P004,Water Bottle,Accessories,19.99,3,2023-07-28,direct,desktop,Germany
T00273,U0362,S001597,P010,Jump Rope,Sports,12.99,1,2023-09-07,social_media,desktop,Netherlands
T00274,U0363,S001601,P008,Compression Socks,Footwear,14.99,3,2023-04-17,organic_search,mobile,Germany
T00275,U0364,S001605,P005,Gym Gloves,Accessories,24.99,3,2023-10-12,organic_search,desktop,France
T00276,U0365,S001609,P001,Running Shoes,Footwear,89.99,3,2023-06-01,email,tablet,France
T00277,U0365,S001613,P008,Compression Socks,Footwear,14.99,3,2023-07-13,email,tablet,France
T00278,U0367,S001618,P005,Gym Gloves,Accessories,24.99,1,2023-10-11,paid_search,desktop,France
T00279,U0368,S001620,P004,Water Bottle,Accessories,19.99,3,2023-12-24,organic_search,desktop,Germany
T00280,U0370,S001624,P006,Resistance Bands,Sports,29.99,1,2023-10-26,social_media,tablet,Germany
T00281,U0374,S001632,P010,Jump Rope,Sports,12.99,1,2023-12-06,organic_search,mobile,Germany
T00282,U0376,S001641,P008,Compression Socks,Footwear,14.99,1,2023-05-03,organic_search,desktop,Germany
T00283,U0376,S001642,P009,Foam Roller,Recovery,39.99,3,2023-08-24,organic_search,desktop,Germany
T00284,U0376,S001644,P009,Foam Roller,Recovery,39.99,1,2023-09-23,organic_search,desktop,Germany
T00285,U0376,S001645,P003,Protein Powder,Nutrition,49.99,1,2023-12-21,organic_search,desktop,Germany
T00286,U0378,S001652,P007,Sports Watch,Electronics,199.99,1,2023-08-29,organic_search,mobile,Austria
T00287,U0378,S001654,P002,Yoga Mat,Sports,34.99,2,2023-11-26,organic_search,mobile,Austria
T00288,U0383,S001674,P005,Gym Gloves,Accessories,24.99,3,2023-08-16,organic_search,mobile,Netherlands
T00289,U0383,S001677,P001,Running Shoes,Footwear,89.99,2,2023-06-21,organic_search,mobile,Netherlands
T00290,U0388,S001696,P009,Foam Roller,Recovery,39.99,3,2023-10-31,paid_search,desktop,Austria
T00291,U0388,S001697,P005,Gym Gloves,Accessories,24.99,1,2023-11-03,paid_search,desktop,Austria
T00292,U0388,S001698,P001,Running Shoes,Footwear,89.99,1,2023-11-29,paid_search,desktop,Austria
T00293,U0389,S001703,P010,Jump Rope,Sports,12.99,1,2023-10-15,paid_search,mobile,Netherlands
T00294,U0389,S001704,P008,Compression Socks,Footwear,14.99,2,2023-10-25,paid_search,mobile,Netherlands
T00295,U0389,S001705,P003,Protein Powder,Nutrition,49.99,2,2023-12-08,paid_search,mobile,Netherlands
T00296,U0389,S001706,P008,Compression Socks,Footwear,14.99,1,2023-12-01,paid_search,mobile,Netherlands
T00297,U0391,S001708,P004,Water Bottle,Accessories,19.99,1,2023-11-24,email,tablet,Germany
T00298,U0391,S001709,P008,Compression Socks,Footwear,14.99,2,2023-12-06,email,tablet,Germany
T00299,U0391,S001711,P009,Foam Roller,Recovery,39.99,2,2023-12-06,email,tablet,Germany
T00300,U0393,S001722,P002,Yoga Mat,Sports,34.99,2,2023-11-09,organic_search,desktop,Germany
T00301,U0398,S001740,P007,Sports Watch,Electronics,199.99,1,2023-11-11,referral,desktop,France
T00302,U0398,S001741,P003,Protein Powder,Nutrition,49.99,2,2023-12-23,referral,desktop,France
T00303,U0401,S001752,P010,Jump Rope,Sports,12.99,1,2023-09-01,organic_search,desktop,Switzerland
T00304,U0402,S001758,P006,Resistance Bands,Sports,29.99,3,2023-12-22,paid_search,tablet,Germany
T00305,U0402,S001759,P001,Running Shoes,Footwear,89.99,1,2023-09-03,paid_search,tablet,Germany
T00306,U0405,S001770,P003,Protein Powder,Nutrition,49.99,2,2023-12-04,organic_search,tablet,Germany
T00307,U0405,S001770,P009,Foam Roller,Recovery,39.99,1,2023-12-04,organic_search,tablet,Germany
T00308,U0406,S001772,P003,Protein Powder,Nutrition,49.99,2,2023-04-12,paid_search,desktop,Austria
T00309,U0412,S001787,P004,Water Bottle,Accessories,19.99,3,2023-06-20,direct,tablet,Switzerland
T00310,U0412,S001788,P002,Yoga Mat,Sports,34.99,2,2023-07-24,direct,tablet,Switzerland
T00311,U0419,S001823,P005,Gym Gloves,Accessories,24.99,2,2023-11-28,organic_search,mobile,Austria
T00312,U0419,S001823,P002,Yoga Mat,Sports,34.99,3,2023-11-28,organic_search,mobile,Austria
T00313,U0421,S001829,P009,Foam Roller,Recovery,39.99,3,2023-06-10,email,desktop,Austria
T00314,U0421,S001830,P004,Water Bottle,Accessories,19.99,3,2023-06-04,email,desktop,Austria
T00315,U0423,S001837,P008,Compression Socks,Footwear,14.99,1,2023-12-05,organic_search,mobile,Germany
T00316,U0423,S001839,P007,Sports Watch,Electronics,199.99,1,2023-07-29,organic_search,mobile,Germany
T00317,U0423,S001839,P010,Jump Rope,Sports,12.99,2,2023-07-29,organic_search,mobile,Germany
T00318,U0424,S001847,P002,Yoga Mat,Sports,34.99,3,2023-12-31,direct,mobile,Germany
T00319,U0425,S001850,P002,Yoga Mat,Sports,34.99,3,2023-12-17,referral,desktop,Austria
T00320,U0425,S001852,P005,Gym Gloves,Accessories,24.99,1,2023-11-26,referral,desktop,Austria
T00321,U0426,S001854,P003,Protein Powder,Nutrition,49.99,3,2023-12-23,paid_search,mobile,Germany
T00322,U0426,S001860,P005,Gym Gloves,Accessories,24.99,2,2023-12-08,paid_search,mobile,Germany
T00323,U0427,S001861,P006,Resistance Bands,Sports,29.99,1,2023-11-26,organic_search,mobile,Switzerland
T00324,U0427,S001866,P007,Sports Watch,Electronics,199.99,1,2023-12-19,organic_search,mobile,Switzerland
T00325,U0434,S001896,P003,Protein Powder,Nutrition,49.99,3,2023-08-16,paid_search,mobile,Germany
T00326,U0440,S001915,P002,Yoga Mat,Sports,34.99,3,2023-07-25,email,tablet,Switzerland
T00327,U0440,S001918,P003,Protein Powder,Nutrition,49.99,3,2023-06-04,email,tablet,Switzerland
T00328,U0440,S001921,P003,Protein Powder,Nutrition,49.99,3,2023-06-12,email,tablet,Switzerland
T00329,U0442,S001924,P006,Resistance Bands,Sports,29.99,2,2023-12-24,direct,mobile,Germany
T00330,U0443,S001925,P002,Yoga Mat,Sports,34.99,3,2023-10-11,paid_search,tablet,Germany
T00331,U0443,S001926,P007,Sports Watch,Electronics,199.99,2,2023-10-01,paid_search,tablet,Germany
T00332,U0444,S001938,P007,Sports Watch,Electronics,199.99,1,2023-12-16,organic_search,desktop,Austria
T00333,U0449,S001963,P008,Compression Socks,Footwear,14.99,1,2023-12-07,email,desktop,France
T00334,U0449,S001965,P009,Foam Roller,Recovery,39.99,3,2023-11-23,email,desktop,France
T00335,U0457,S002001,P009,Foam Roller,Recovery,39.99,2,2023-11-14,social_media,desktop,Netherlands
T00336,U0459,S002009,P008,Compression Socks,Footwear,14.99,3,2023-07-11,email,mobile,Switzerland
T00337,U0463,S002022,P009,Foam Roller,Recovery,39.99,1,2023-07-20,organic_search,mobile,Germany
T00338,U0465,S002033,P007,Sports Watch,Electronics,199.99,3,2023-09-09,social_media,desktop,Switzerland
T00339,U0465,S002034,P001,Running Shoes,Footwear,89.99,3,2023-08-11,social_media,desktop,Switzerland
T00340,U0465,S002035,P007,Sports Watch,Electronics,199.99,2,2023-10-08,social_media,desktop,Switzerland
T00341,U0466,S002037,P005,Gym Gloves,Accessories,24.99,2,2023-09-09,direct,mobile,Germany
T00342,U0466,S002038,P006,Resistance Bands,Sports,29.99,2,2023-11-13,direct,mobile,Germany
T00343,U0467,S002041,P010,Jump Rope,Sports,12.99,1,2023-07-14,paid_search,mobile,France
T00344,U0467,S002042,P009,Foam Roller,Recovery,39.99,1,2023-07-18,paid_search,mobile,France
T00345,U0468,S002046,P004,Water Bottle,Accessories,19.99,1,2023-10-19,paid_search,desktop,Germany
T00346,U0470,S002049,P010,Jump Rope,Sports,12.99,2,2023-12-09,email,desktop,Germany
T00347,U0472,S002063,P007,Sports Watch,Electronics,199.99,1,2023-09-04,email,mobile,Switzerland
T00348,U0473,S002064,P009,Foam Roller,Recovery,39.99,3,2023-09-24,organic_search,desktop,France
T00349,U0474,S002073,P009,Foam Roller,Recovery,39.99,1,2023-12-15,organic_search,mobile,Austria
T00350,U0474,S002076,P005,Gym Gloves,Accessories,24.99,1,2023-11-28,organic_search,mobile,Austria
T00351,U0475,S002080,P004,Water Bottle,Accessories,19.99,1,2023-07-28,email,tablet,Netherlands
T00352,U0475,S002080,P006,Resistance Bands,Sports,29.99,3,2023-07-28,email,tablet,Netherlands
T00353,U0475,S002081,P005,Gym Gloves,Accessories,24.99,2,2023-07-29,email,tablet,Netherlands
T00354,U0478,S002089,P001,Running Shoes,Footwear,89.99,2,2023-11-10,organic_search,mobile,Germany
T00355,U0479,S002099,P007,Sports Watch,Electronics,199.99,3,2023-06-16,social_media,mobile,Germany
T00356,U0481,S002106,P007,Sports Watch,Electronics,199.99,1,2023-09-26,social_media,desktop,Switzerland
T00357,U0482,S002110,P002,Yoga Mat,Sports,34.99,2,2023-11-05,referral,tablet,Germany
T00358,U0483,S002118,P008,Compression Socks,Footwear,14.99,2,2023-12-22,direct,tablet,Germany
T00359,U0486,S002124,P010,Jump Rope,Sports,12.99,2,2023-10-31,email,tablet,Germany
T00360,U0487,S002133,P009,Foam Roller,Recovery,39.99,3,2023-07-01,paid_search,mobile,France
T00361,U0487,S002134,P004,Water Bottle,Accessories,19.99,1,2023-06-11,paid_search,mobile,France
T00362,U0491,S002146,P010,Jump Rope,Sports,12.99,3,2023-12-08,paid_search,mobile,France
T00363,U0494,S002152,P010,Jump Rope,Sports,12.99,2,2023-06-15,email,mobile,Austria
T00364,U0495,S002159,P010,Jump Rope,Sports,12.99,1,2023-05-07,organic_search,tablet,Netherlands
T00365,U0496,S002163,P002,Yoga Mat,Sports,34.99,2,2023-10-02,paid_search,desktop,Switzerland
T00366,U0496,S002165,P003,Protein Powder,Nutrition,49.99,2,2023-11-01,paid_search,desktop,Switzerland
T00367,U0506,S002204,P010,Jump Rope,Sports,12.99,2,2023-11-20,email,mobile,Austria
T00368,U0509,S002219,P010,Jump Rope,Sports,12.99,1,2023-07-24,social_media,desktop,Germany
T00369,U0510,S002224,P004,Water Bottle,Accessories,19.99,1,2023-11-11,paid_search,mobile,Switzerland
T00370,U0510,S002227,P010,Jump Rope,Sports,12.99,3,2023-12-21,paid_search,mobile,Switzerland
T00371,U0511,S002230,P010,Jump Rope,Sports,12.99,3,2023-10-20,organic_search,mobile,Netherlands
T00372,U0512,S002235,P005,Gym Gloves,Accessories,24.99,2,2023-12-28,organic_search,desktop,Austria
T00373,U0512,S002237,P003,Protein Powder,Nutrition,49.99,1,2023-11-14,organic_search,desktop,Austria
T00374,U0513,S002238,P005,Gym Gloves,Accessories,24.99,1,2023-10-16,paid_search,mobile,Switzerland
T00375,U0514,S002241,P001,Running Shoes,Footwear,89.99,3,2023-12-22,organic_search,desktop,Germany
T00376,U0516,S002255,P003,Protein Powder,Nutrition,49.99,2,2023-02-12,direct,desktop,France
T00377,U0517,S002263,P009,Foam Roller,Recovery,39.99,2,2023-07-16,organic_search,desktop,Germany
T00378,U0518,S002267,P001,Running Shoes,Footwear,89.99,3,2023-11-26,referral,mobile,Germany
T00379,U0519,S002269,P009,Foam Roller,Recovery,39.99,3,2023-10-25,paid_search,tablet,Germany
T00380,U0524,S002282,P005,Gym Gloves,Accessories,24.99,3,2023-12-13,paid_search,desktop,Germany
T00381,U0524,S002283,P007,Sports Watch,Electronics,199.99,1,2023-10-10,paid_search,desktop,Germany
T00382,U0524,S002286,P001,Running Shoes,Footwear,89.99,3,2023-10-20,paid_search,desktop,Germany
T00383,U0524,S002286,P005,Gym Gloves,Accessories,24.99,1,2023-10-20,paid_search,desktop,Germany
T00384,U0528,S002305,P002,Yoga Mat,Sports,34.99,2,2023-11-21,social_media,mobile,Germany
T00385,U0530,S002308,P002,Yoga Mat,Sports,34.99,1,2023-09-25,organic_search,tablet,Germany
T00386,U0531,S002310,P008,Compression Socks,Footwear,14.99,1,2023-12-02,organic_search,mobile,Switzerland
T00387,U0531,S002311,P002,Yoga Mat,Sports,34.99,1,2023-12-23,organic_search,mobile,Switzerland
T00388,U0534,S002315,P008,Compression Socks,Footwear,14.99,3,2023-12-19,direct,tablet,Austria
T00389,U0534,S002316,P009,Foam Roller,Recovery,39.99,3,2023-11-14,direct,tablet,Austria
T00390,U0535,S002323,P007,Sports Watch,Electronics,199.99,1,2023-12-15,social_media,desktop,Germany
T00391,U0537,S002338,P007,Sports Watch,Electronics,199.99,2,2023-12-16,paid_search,desktop,Germany
T00392,U0538,S002343,P004,Water Bottle,Accessories,19.99,2,2023-10-10,paid_search,mobile,Germany
T00393,U0538,S002344,P003,Protein Powder,Nutrition,49.99,1,2023-12-16,paid_search,mobile,Germany
T00394,U0538,S002346,P005,Gym Gloves,Accessories,24.99,1,2023-12-08,paid_search,mobile,Germany
T00395,U0538,S002346,P010,Jump Rope,Sports,12.99,2,2023-12-08,paid_search,mobile,Germany
T00396,U0539,S002353,P001,Running Shoes,Footwear,89.99,1,2023-04-11,email,tablet,Austria
T00397,U0542,S002363,P004,Water Bottle,Accessories,19.99,3,2023-07-18,organic_search,mobile,Germany
T00398,U0543,S002374,P005,Gym Gloves,Accessories,24.99,3,2023-06-11,paid_search,mobile,Germany
T00399,U0543,S002375,P001,Running Shoes,Footwear,89.99,2,2023-12-27,paid_search,mobile,Germany
T00400,U0544,S002378,P009,Foam Roller,Recovery,39.99,1,2023-03-31,organic_search,mobile,Switzerland
T00401,U0545,S002386,P009,Foam Roller,Recovery,39.99,2,2023-11-20,organic_search,desktop,Netherlands
T00402,U0547,S002399,P010,Jump Rope,Sports,12.99,2,2023-03-13,email,mobile,Netherlands
T00403,U0552,S002417,P007,Sports Watch,Electronics,199.99,1,2023-09-24,direct,desktop,Germany
T00404,U0556,S002433,P002,Yoga Mat,Sports,34.99,2,2023-12-10,paid_search,mobile,Switzerland
T00405,U0556,S002435,P006,Resistance Bands,Sports,29.99,2,2023-09-28,paid_search,mobile,Switzerland
T00406,U0557,S002436,P007,Sports Watch,Electronics,199.99,2,2023-11-29,email,mobile,Switzerland
T00407,U0557,S002442,P007,Sports Watch,Electronics,199.99,1,2023-11-02,email,mobile,Switzerland
T00408,U0557,S002442,P003,Protein Powder,Nutrition,49.99,2,2023-11-02,email,mobile,Switzerland
T00409,U0558,S002447,P008,Compression Socks,Footwear,14.99,1,2023-12-28,paid_search,mobile,Germany
T00410,U0561,S002459,P002,Yoga Mat,Sports,34.99,1,2023-08-09,direct,mobile,Switzerland
T00411,U0562,S002460,P002,Yoga Mat,Sports,34.99,3,2023-10-14,organic_search,mobile,Germany
T00412,U0565,S002472,P003,Protein Powder,Nutrition,49.99,3,2023-11-04,organic_search,mobile,Germany
T00413,U0566,S002475,P003,Protein Powder,Nutrition,49.99,1,2023-06-27,paid_search,desktop,France
T00414,U0570,S002485,P001,Running Shoes,Footwear,89.99,1,2023-09-27,organic_search,tablet,Germany
T00415,U0573,S002505,P008,Compression Socks,Footwear,14.99,1,2023-11-13,paid_search,desktop,Germany
T00416,U0575,S002508,P009,Foam Roller,Recovery,39.99,2,2023-11-08,social_media,desktop,France
T00417,U0576,S002514,P002,Yoga Mat,Sports,34.99,1,2023-08-26,direct,tablet,Germany
T00418,U0580,S002534,P001,Running Shoes,Footwear,89.99,3,2023-08-17,direct,desktop,Austria
T00419,U0582,S002538,P006,Resistance Bands,Sports,29.99,1,2023-10-21,paid_search,mobile,Switzerland
T00420,U0582,S002538,P007,Sports Watch,Electronics,199.99,1,2023-10-21,paid_search,mobile,Switzerland
T00421,U0583,S002548,P006,Resistance Bands,Sports,29.99,2,2023-05-06,paid_search,tablet,Germany
T00422,U0586,S002554,P003,Protein Powder,Nutrition,49.99,3,2023-09-27,social_media,mobile,Germany
T00423,U0588,S002559,P002,Yoga Mat,Sports,34.99,1,2023-12-13,social_media,desktop,Austria
T00424,U0590,S002567,P008,Compression Socks,Footwear,14.99,2,2023-12-28,organic_search,desktop,Germany
T00425,U0594,S002584,P010,Jump Rope,Sports,12.99,3,2023-10-16,social_media,mobile,Switzerland
T00426,U0595,S002588,P008,Compression Socks,Footwear,14.99,3,2023-12-13,organic_search,desktop,Switzerland
T00427,U0599,S002604,P010,Jump Rope,Sports,12.99,2,2023-11-12,organic_search,mobile,Germany
T00428,U0599,S002606,P005,Gym Gloves,Accessories,24.99,3,2023-10-10,organic_search,mobile,Germany
T00429,U0599,S002607,P006,Resistance Bands,Sports,29.99,1,2023-12-15,organic_search,mobile,Germany
T00430,U0600,S002614,P002,Yoga Mat,Sports,34.99,1,2023-11-27,social_media,mobile,Austria
T00431,U0600,S002616,P006,Resistance Bands,Sports,29.99,3,2023-06-21,social_media,mobile,Austria
T00432,U0602,S002624,P002,Yoga Mat,Sports,34.99,1,2023-11-03,email,desktop,Netherlands
T00433,U0602,S002625,P010,Jump Rope,Sports,12.99,1,2023-10-21,email,desktop,Netherlands
T00434,U0607,S002640,P003,Protein Powder,Nutrition,49.99,1,2023-12-09,email,desktop,Germany
T00435,U0607,S002641,P001,Running Shoes,Footwear,89.99,3,2023-11-01,email,desktop,Germany
T00436,U0607,S002645,P008,Compression Socks,Footwear,14.99,3,2023-12-02,email,desktop,Germany
T00437,U0607,S002645,P009,Foam Roller,Recovery,39.99,2,2023-12-02,email,desktop,Germany
T00438,U0607,S002646,P004,Water Bottle,Accessories,19.99,1,2023-11-11,email,desktop,Germany
T00439,U0608,S002647,P007,Sports Watch,Electronics,199.99,3,2023-12-30,paid_search,tablet,Germany
T00440,U0610,S002656,P006,Resistance Bands,Sports,29.99,2,2023-08-30,direct,desktop,Switzerland
T00441,U0610,S002657,P006,Resistance Bands,Sports,29.99,3,2023-09-26,direct,desktop,Switzerland
T00442,U0612,S002670,P010,Jump Rope,Sports,12.99,2,2023-11-06,organic_search,desktop,Germany
T00443,U0614,S002679,P006,Resistance Bands,Sports,29.99,3,2023-12-11,paid_search,desktop,Austria
T00444,U0619,S002712,P005,Gym Gloves,Accessories,24.99,1,2023-10-01,referral,desktop,Germany
T00445,U0619,S002712,P002,Yoga Mat,Sports,34.99,1,2023-10-01,referral,desktop,Germany
T00446,U0619,S002713,P005,Gym Gloves,Accessories,24.99,3,2023-07-17,referral,desktop,Germany
T00447,U0620,S002719,P009,Foam Roller,Recovery,39.99,1,2023-09-05,organic_search,mobile,Austria
T00448,U0623,S002729,P007,Sports Watch,Electronics,199.99,1,2023-10-31,organic_search,desktop,France
T00449,U0628,S002751,P007,Sports Watch,Electronics,199.99,3,2023-11-18,social_media,mobile,Germany
T00450,U0631,S002767,P004,Water Bottle,Accessories,19.99,3,2023-04-13,organic_search,mobile,Germany
T00451,U0635,S002788,P005,Gym Gloves,Accessories,24.99,2,2023-11-26,organic_search,mobile,Germany
T00452,U0635,S002791,P007,Sports Watch,Electronics,199.99,1,2023-07-31,organic_search,mobile,Germany
T00453,U0641,S002816,P005,Gym Gloves,Accessories,24.99,1,2023-08-13,paid_search,desktop,Germany
T00454,U0643,S002828,P005,Gym Gloves,Accessories,24.99,1,2023-12-04,direct,desktop,Germany
T00455,U0643,S002831,P002,Yoga Mat,Sports,34.99,2,2023-12-06,direct,desktop,Germany
T00456,U0646,S002843,P002,Yoga Mat,Sports,34.99,3,2023-07-02,email,tablet,Austria
T00457,U0648,S002849,P003,Protein Powder,Nutrition,49.99,2,2023-09-25,paid_search,desktop,Germany
T00458,U0649,S002857,P002,Yoga Mat,Sports,34.99,2,2023-05-30,organic_search,desktop,Austria
T00459,U0651,S002865,P003,Protein Powder,Nutrition,49.99,1,2023-12-13,paid_search,desktop,Germany
T00460,U0652,S002872,P010,Jump Rope,Sports,12.99,2,2023-11-19,email,desktop,Netherlands
T00461,U0652,S002872,P003,Protein Powder,Nutrition,49.99,3,2023-11-19,email,desktop,Netherlands
T00462,U0653,S002883,P004,Water Bottle,Accessories,19.99,3,2023-11-01,email,desktop,Germany
T00463,U0658,S002903,P002,Yoga Mat,Sports,34.99,3,2023-12-01,social_media,desktop,Germany
T00464,U0662,S002913,P009,Foam Roller,Recovery,39.99,2,2023-11-24,organic_search,mobile,Germany
T00465,U0663,S002921,P008,Compression Socks,Footwear,14.99,2,2023-08-29,referral,tablet,Germany
T00466,U0665,S002929,P004,Water Bottle,Accessories,19.99,2,2023-12-15,paid_search,mobile,Germany
T00467,U0666,S002938,P005,Gym Gloves,Accessories,24.99,1,2023-09-17,paid_search,desktop,Switzerland
T00468,U0669,S002943,P009,Foam Roller,Recovery,39.99,3,2023-05-12,email,mobile,Switzerland
T00469,U0669,S002947,P009,Foam Roller,Recovery,39.99,1,2023-09-26,email,mobile,Switzerland
T00470,U0670,S002949,P004,Water Bottle,Accessories,19.99,3,2023-12-28,direct,mobile,Germany
T00471,U0674,S002962,P003,Protein Powder,Nutrition,49.99,3,2023-08-15,organic_search,mobile,Germany
T00472,U0675,S002973,P002,Yoga Mat,Sports,34.99,1,2023-07-23,direct,desktop,Germany
T00473,U0678,S002982,P007,Sports Watch,Electronics,199.99,3,2023-07-10,social_media,desktop,Germany
T00474,U0680,S002993,P003,Protein Powder,Nutrition,49.99,1,2023-12-01,paid_search,desktop,Germany
T00475,U0681,S003001,P009,Foam Roller,Recovery,39.99,1,2023-09-27,paid_search,desktop,Germany
T00476,U0681,S003002,P008,Compression Socks,Footwear,14.99,1,2023-12-17,paid_search,desktop,Germany
T00477,U0683,S003006,P007,Sports Watch,Electronics,199.99,3,2023-08-24,social_media,mobile,Germany
T00478,U0689,S003023,P006,Resistance Bands,Sports,29.99,3,2023-08-29,direct,desktop,Germany
T00479,U0689,S003024,P001,Running Shoes,Footwear,89.99,3,2023-08-23,direct,desktop,Germany
T00480,U0691,S003031,P001,Running Shoes,Footwear,89.99,1,2023-12-11,email,desktop,Austria
T00481,U0691,S003031,P005,Gym Gloves,Accessories,24.99,1,2023-12-11,email,desktop,Austria
T00482,U0695,S003048,P009,Foam Roller,Recovery,39.99,1,2023-12-20,organic_search,tablet,France
T00483,U0697,S003063,P001,Running Shoes,Footwear,89.99,3,2023-12-13,paid_search,tablet,France
T00484,U0698,S003069,P007,Sports Watch,Electronics,199.99,2,2023-07-13,organic_search,tablet,Austria
T00485,U0700,S003072,P010,Jump Rope,Sports,12.99,3,2023-07-11,organic_search,desktop,Germany
T00486,U0701,S003078,P005,Gym Gloves,Accessories,24.99,3,2023-03-01,direct,tablet,Germany
T00487,U0701,S003079,P007,Sports Watch,Electronics,199.99,1,2023-07-27,direct,tablet,Germany
T00488,U0702,S003082,P003,Protein Powder,Nutrition,49.99,2,2023-10-07,social_media,mobile,Germany
T00489,U0703,S003084,P007,Sports Watch,Electronics,199.99,2,2023-08-09,organic_search,mobile,Austria
T00490,U0703,S003085,P009,Foam Roller,Recovery,39.99,3,2023-08-06,organic_search,mobile,Austria
T00491,U0705,S003089,P001,Running Shoes,Footwear,89.99,1,2023-12-26,paid_search,desktop,Austria
T00492,U0705,S003095,P001,Running Shoes,Footwear,89.99,3,2023-12-31,paid_search,desktop,Austria
T00493,U0711,S003110,P005,Gym Gloves,Accessories,24.99,2,2023-11-11,organic_search,desktop,Switzerland
T00494,U0712,S003112,P009,Foam Roller,Recovery,39.99,1,2023-10-27,email,desktop,Netherlands
T00495,U0713,S003118,P003,Protein Powder,Nutrition,49.99,2,2023-11-04,email,desktop,Germany
T00496,U0713,S003119,P009,Foam Roller,Recovery,39.99,1,2023-11-02,email,desktop,Germany
T00497,U0714,S003122,P003,Protein Powder,Nutrition,49.99,1,2023-12-26,social_media,mobile,Austria
T00498,U0717,S003133,P001,Running Shoes,Footwear,89.99,1,2023-11-07,organic_search,mobile,Germany
T00499,U0720,S003148,P006,Resistance Bands,Sports,29.99,1,2023-10-28,organic_search,desktop,Netherlands
T00500,U0722,S003154,P006,Resistance Bands,Sports,29.99,1,2023-12-10,social_media,desktop,Germany
T00501,U0724,S003159,P008,Compression Socks,Footwear,14.99,3,2023-10-14,direct,mobile,Germany
T00502,U0733,S003193,P001,Running Shoes,Footwear,89.99,2,2023-11-12,referral,tablet,Germany
T00503,U0734,S003195,P008,Compression Socks,Footwear,14.99,2,2023-10-06,organic_search,tablet,Netherlands
T00504,U0735,S003204,P007,Sports Watch,Electronics,199.99,1,2023-10-15,paid_search,tablet,Germany
T00505,U0737,S003207,P001,Running Shoes,Footwear,89.99,3,2023-09-14,organic_search,mobile,Germany
T00506,U0738,S003216,P010,Jump Rope,Sports,12.99,3,2023-08-28,organic_search,desktop,Germany
T00507,U0739,S003225,P002,Yoga Mat,Sports,34.99,1,2023-10-16,social_media,mobile,Germany
T00508,U0741,S003234,P001,Running Shoes,Footwear,89.99,2,2023-10-30,organic_search,desktop,Germany
T00509,U0742,S003239,P007,Sports Watch,Electronics,199.99,3,2023-08-01,paid_search,mobile,France
T00510,U0743,S003240,P004,Water Bottle,Accessories,19.99,3,2023-08-16,paid_search,mobile,Netherlands
T00511,U0743,S003243,P004,Water Bottle,Accessories,19.99,2,2023-06-25,paid_search,mobile,Netherlands
T00512,U0745,S003251,P009,Foam Roller,Recovery,39.99,1,2023-12-26,organic_search,mobile,Germany
T00513,U0745,S003252,P007,Sports Watch,Electronics,199.99,2,2023-11-20,organic_search,mobile,Germany
T00514,U0747,S003264,P004,Water Bottle,Accessories,19.99,2,2023-02-19,social_media,desktop,France
T00515,U0747,S003265,P002,Yoga Mat,Sports,34.99,2,2023-02-15,social_media,desktop,France
T00516,U0748,S003267,P003,Protein Powder,Nutrition,49.99,2,2023-03-24,referral,tablet,Austria
T00517,U0749,S003276,P001,Running Shoes,Footwear,89.99,2,2023-10-15,organic_search,mobile,Netherlands
T00518,U0750,S003282,P003,Protein Powder,Nutrition,49.99,1,2023-04-10,organic_search,desktop,Switzerland
T00519,U0752,S003293,P004,Water Bottle,Accessories,19.99,2,2023-12-20,direct,desktop,Austria
T00520,U0753,S003298,P007,Sports Watch,Electronics,199.99,3,2023-08-15,organic_search,desktop,Netherlands
T00521,U0756,S003307,P009,Foam Roller,Recovery,39.99,2,2023-12-06,paid_search,mobile,Germany
T00522,U0756,S003311,P010,Jump Rope,Sports,12.99,2,2023-11-20,paid_search,mobile,Germany
T00523,U0757,S003313,P002,Yoga Mat,Sports,34.99,2,2023-07-30,social_media,desktop,Germany
T00524,U0757,S003314,P006,Resistance Bands,Sports,29.99,3,2023-12-11,social_media,desktop,Germany
T00525,U0760,S003328,P010,Jump Rope,Sports,12.99,2,2023-10-07,direct,mobile,Germany
T00526,U0760,S003330,P010,Jump Rope,Sports,12.99,3,2023-08-17,direct,mobile,Germany
T00527,U0763,S003338,P002,Yoga Mat,Sports,34.99,2,2023-02-05,referral,mobile,Germany
T00528,U0764,S003340,P001,Running Shoes,Footwear,89.99,1,2023-11-18,email,desktop,Austria
T00529,U0764,S003341,P002,Yoga Mat,Sports,34.99,2,2023-12-12,email,desktop,Austria
T00530,U0764,S003346,P003,Protein Powder,Nutrition,49.99,1,2023-12-27,email,desktop,Austria
